zHD,EXP_FAC,MU_SH0ES,MU_SH0ES_ERR_DIAG,D_L,D_L MAX,D_L MIN,SD
0.33,0.75,41.05,0.16,1622.11,1743.89,1508.83,117.53
0.33,0.75,41.00,0.17,1585.04,1715.56,1464.45,125.56
0.33,0.75,41.31,0.31,1826.33,2105.07,1584.51,260.28
0.33,0.75,41.35,0.28,1862.94,2118.07,1638.55,239.76
0.33,0.75,40.93,0.30,1537.45,1761.69,1341.74,209.97
0.33,0.75,41.07,0.15,1638.02,1755.57,1528.35,113.61
0.33,0.75,41.10,0.14,1659.59,1773.51,1552.98,110.27
0.33,0.75,40.93,0.22,1532.92,1698.08,1383.82,157.13
0.33,0.75,41.06,0.17,1626.75,1755.30,1507.61,123.84
0.33,0.75,41.41,0.31,1915.05,2209.50,1659.84,274.83
0.33,0.75,41.24,0.16,1769.38,1906.86,1641.80,132.53
0.33,0.75,41.10,0.11,1661.96,1752.19,1576.37,87.91
0.33,0.75,40.84,0.21,1475.30,1624.96,1339.42,142.77
0.33,0.75,41.23,0.13,1762.46,1872.58,1658.82,106.88
0.33,0.75,41.17,0.21,1711.91,1889.58,1550.94,169.32
0.33,0.75,41.17,0.23,1713.09,1905.45,1540.15,182.65
0.33,0.75,41.16,0.24,1704.98,1903.75,1526.97,188.39
0.33,0.75,41.00,0.21,1581.98,1744.25,1434.80,154.73
0.33,0.75,41.01,0.14,1592.06,1695.83,1494.64,100.60
0.33,0.75,41.03,0.22,1607.02,1777.29,1453.05,162.12
0.33,0.75,41.23,0.29,1764.82,2012.78,1547.40,232.69
0.33,0.75,41.10,0.17,1660.50,1792.45,1538.27,127.09
0.33,0.75,41.01,0.14,1595.81,1705.22,1493.41,105.90
0.33,0.75,40.98,0.16,1568.19,1687.51,1457.31,115.10
0.33,0.75,41.33,0.20,1844.93,2024.49,1681.30,171.59
0.33,0.75,41.00,0.14,1586.72,1693.87,1486.35,103.76
0.33,0.75,41.04,0.18,1611.83,1748.01,1486.26,130.88
0.33,0.75,41.12,0.24,1675.25,1867.34,1502.92,182.21
0.33,0.75,41.03,0.17,1603.32,1735.37,1481.31,127.03
0.34,0.75,41.02,0.18,1602.65,1739.50,1476.57,131.47
0.34,0.75,41.04,0.18,1611.91,1754.64,1480.78,136.93
0.34,0.75,41.17,0.28,1712.22,1946.66,1506.02,220.32
0.34,0.75,41.01,0.24,1592.06,1775.86,1427.29,174.28
0.34,0.75,41.15,0.18,1696.45,1839.76,1564.30,137.73
0.34,0.75,41.15,0.23,1701.14,1894.58,1527.45,183.56
0.34,0.75,41.15,0.21,1694.34,1867.45,1537.28,165.09
0.34,0.75,41.11,0.20,1669.63,1831.06,1522.43,154.31
0.34,0.75,41.06,0.36,1625.92,1916.03,1379.74,268.14
0.34,0.75,41.17,0.19,1716.88,1875.96,1571.29,152.34
0.34,0.75,41.06,0.19,1628.32,1780.74,1488.95,145.89
0.34,0.75,41.06,0.26,1632.38,1835.86,1451.44,192.21
0.34,0.75,41.21,0.32,1747.59,2026.01,1507.43,259.29
0.34,0.74,41.31,0.15,1826.50,1959.36,1702.65,128.35
0.34,0.74,41.29,0.30,1812.51,2080.27,1579.21,250.53
0.34,0.74,41.23,0.17,1764.66,1909.83,1630.52,139.65
0.35,0.74,41.20,0.23,1740.44,1935.09,1565.37,184.86
0.35,0.74,41.33,0.14,1846.55,1966.51,1733.90,116.31
0.35,0.74,41.42,0.37,1919.82,2276.82,1618.79,329.02
0.35,0.74,41.12,0.24,1672.94,1872.12,1494.95,188.59
0.35,0.74,41.37,0.22,1881.14,2080.19,1701.13,189.53
0.35,0.74,41.25,0.16,1778.20,1912.94,1652.95,129.99
0.35,0.74,41.28,0.21,1804.68,1984.30,1641.32,171.49
0.35,0.74,41.14,0.16,1690.91,1818.49,1572.28,123.11
0.35,0.74,41.20,0.17,1740.44,1880.97,1610.42,135.27
0.35,0.74,41.01,0.23,1588.55,1763.05,1431.32,165.86
0.35,0.74,41.38,0.17,1884.17,2038.95,1741.14,148.90
0.35,0.74,41.15,0.21,1700.28,1869.33,1546.51,161.41
0.35,0.74,41.49,0.29,1983.63,2264.63,1737.49,263.57
0.35,0.74,41.19,0.15,1727.19,1848.17,1614.12,117.03
0.35,0.74,41.23,0.16,1765.39,1903.11,1637.63,132.74
0.35,0.74,41.25,0.16,1780.90,1918.30,1653.35,132.47
0.35,0.74,41.48,0.21,1976.79,2177.01,1794.98,191.02
0.35,0.74,41.33,0.14,1848.67,1970.85,1734.07,118.39
0.35,0.74,41.37,0.19,1875.60,2048.94,1716.92,166.01
0.36,0.74,41.46,0.22,1963.09,2175.45,1771.46,201.99
0.36,0.74,41.36,0.29,1868.44,2137.34,1633.38,251.98
0.36,0.74,41.35,0.22,1865.43,2059.83,1689.39,185.22
0.36,0.74,41.24,0.22,1771.98,1957.30,1604.21,176.55
0.36,0.74,41.15,0.29,1696.99,1938.56,1485.53,226.52
0.36,0.74,41.15,0.31,1700.75,1957.83,1477.42,240.20
0.36,0.74,41.44,0.17,1943.48,2102.82,1796.21,153.30
0.36,0.74,41.42,0.15,1924.24,2066.11,1792.12,137.00
0.36,0.74,41.19,0.19,1727.43,1886.39,1581.86,152.27
0.36,0.74,41.08,0.23,1643.69,1827.59,1478.30,174.64
0.36,0.73,41.43,0.20,1934.46,2118.68,1766.26,176.21
0.36,0.73,41.12,0.29,1671.78,1908.91,1464.12,222.39
0.36,0.73,41.25,0.21,1774.35,1954.52,1610.80,171.86
0.36,0.73,41.36,0.22,1874.13,2069.28,1697.38,185.95
0.36,0.73,41.46,0.29,1961.19,2243.02,1714.77,264.12
0.37,0.73,41.14,0.23,1687.33,1872.60,1520.39,176.10
0.37,0.73,41.23,0.16,1764.17,1895.27,1642.13,126.57
0.37,0.73,41.21,0.15,1744.86,1871.29,1626.96,122.17
0.37,0.73,41.26,0.17,1788.71,1930.43,1657.39,136.52
0.37,0.73,41.47,0.16,1967.80,2116.68,1829.38,143.65
0.37,0.73,41.55,0.34,2039.76,2381.58,1747.01,317.29
0.37,0.73,41.46,0.35,1961.55,2299.91,1672.98,313.47
0.37,0.73,41.45,0.24,1949.67,2181.88,1742.17,219.86
0.37,0.73,41.22,0.26,1752.67,1971.10,1558.44,206.33
0.37,0.73,41.38,0.19,1887.47,2058.90,1730.31,164.29
0.37,0.73,41.38,0.16,1884.43,2031.55,1747.96,141.80
0.37,0.73,41.38,0.16,1890.86,2035.47,1756.53,139.47
0.37,0.73,41.64,0.26,2127.65,2394.56,1890.49,252.04
0.37,0.73,41.27,0.28,1797.21,2046.83,1578.04,234.39
0.37,0.73,41.07,0.14,1636.67,1742.33,1537.41,102.46
0.37,0.73,41.41,0.39,1914.08,2291.21,1599.03,346.09
0.37,0.73,41.33,0.17,1848.42,1997.20,1710.72,143.24
0.37,0.73,41.38,0.12,1891.65,1996.03,1792.72,101.66
0.37,0.73,41.43,0.17,1930.99,2083.84,1789.35,147.24
0.37,0.73,41.31,0.13,1829.28,1944.86,1720.57,112.14
0.37,0.73,41.47,0.23,1969.88,2194.81,1768.00,213.40
0.38,0.73,41.42,0.15,1919.11,2060.83,1787.14,136.85
0.38,0.73,41.36,0.22,1870.51,2072.99,1687.81,192.59
0.38,0.73,41.43,0.18,1929.39,2098.46,1773.94,162.26
0.38,0.72,41.30,0.22,1816.27,2009.85,1641.33,184.26
0.38,0.72,41.42,0.16,1919.02,2069.37,1779.59,144.89
0.38,0.72,41.46,0.19,1960.11,2137.41,1797.51,169.95
0.38,0.72,41.45,0.20,1950.83,2140.46,1778.01,181.23
0.38,0.72,41.45,0.20,1954.25,2146.87,1778.91,183.98
0.38,0.72,41.68,0.22,2165.21,2394.95,1957.51,218.72
0.38,0.72,41.56,0.20,2052.58,2249.47,1872.93,188.27
0.38,0.72,41.37,0.27,1881.57,2125.96,1665.27,230.34
0.38,0.72,41.37,0.21,1877.41,2064.80,1707.04,178.88
0.38,0.72,41.52,0.20,2012.06,2208.05,1833.46,187.29
0.39,0.72,41.52,0.15,2015.30,2161.54,1878.96,141.29
0.39,0.72,41.38,0.27,1887.21,2137.87,1665.94,235.97
0.39,0.72,41.56,0.27,2048.05,2322.92,1805.70,258.61
0.39,0.72,41.63,0.28,2118.56,2414.45,1858.92,277.76
0.39,0.72,41.38,0.20,1890.60,2072.60,1724.58,174.01
0.39,0.72,41.54,0.19,2036.10,2224.51,1863.65,180.43
0.39,0.72,41.47,0.24,1971.70,2199.37,1767.59,215.89
0.40,0.72,41.47,0.20,1965.80,2159.08,1789.82,184.63
0.40,0.72,41.26,0.17,1785.67,1929.78,1652.32,138.73
0.40,0.71,41.71,0.29,2199.78,2511.56,1926.71,292.43
0.40,0.71,41.49,0.16,1987.74,2138.10,1847.96,145.07
0.40,0.71,41.48,0.20,1976.51,2166.73,1803.00,181.87
0.40,0.71,41.55,0.29,2039.67,2331.53,1784.35,273.59
0.40,0.71,41.62,0.21,2104.75,2322.55,1907.37,207.59
0.40,0.71,41.67,0.17,2162.42,2334.26,2003.23,165.52
0.40,0.71,41.34,0.20,1851.23,2031.73,1686.76,172.49
0.41,0.71,41.78,0.14,2270.60,2416.82,2133.22,141.80
0.41,0.71,41.69,0.17,2179.11,2355.28,2016.12,169.58
0.41,0.71,41.70,0.24,2187.96,2443.68,1959.00,242.34
0.41,0.71,41.74,0.36,2228.95,2635.30,1885.25,375.03
0.41,0.71,41.71,0.27,2193.92,2490.07,1932.99,278.54
0.41,0.71,41.68,0.17,2166.11,2344.87,2000.97,171.95
0.41,0.71,41.68,0.28,2171.30,2470.09,1908.65,280.72
0.41,0.71,41.66,0.32,2149.81,2488.96,1856.87,316.04
0.41,0.71,41.83,0.24,2326.48,2601.57,2080.49,260.54
0.41,0.71,41.81,0.15,2304.73,2468.55,2151.78,158.38
0.41,0.71,41.79,0.33,2279.61,2653.91,1958.10,347.90
0.42,0.71,41.73,0.15,2217.69,2375.43,2070.42,152.50
0.42,0.70,41.62,0.20,2106.10,2311.53,1918.93,196.30
0.42,0.70,41.69,0.19,2174.00,2375.64,1989.48,193.08
0.42,0.70,41.46,0.22,1959.21,2170.74,1768.28,201.23
0.42,0.70,41.87,0.22,2361.78,2619.17,2129.69,244.74
0.42,0.70,41.80,0.24,2288.86,2551.36,2053.38,248.99
0.42,0.70,41.44,0.29,1940.35,2222.10,1694.33,263.89
0.42,0.70,41.83,0.34,2327.34,2727.08,1986.20,370.44
0.42,0.70,41.62,0.18,2106.49,2284.79,1942.11,171.34
0.42,0.70,41.73,0.25,2216.15,2486.70,1975.04,255.83
0.42,0.70,41.53,0.27,2026.38,2295.54,1788.78,253.38
0.42,0.70,41.65,0.23,2136.29,2376.85,1920.08,228.39
0.42,0.70,41.68,0.28,2167.30,2460.42,1909.11,275.66
0.42,0.70,41.60,0.19,2084.97,2271.92,1913.41,179.26
0.42,0.70,41.84,0.40,2333.78,2806.88,1940.42,433.23
0.42,0.70,41.73,0.13,2214.52,2355.67,2081.83,136.92
0.42,0.70,41.75,0.20,2236.97,2448.08,2044.06,202.01
0.43,0.70,41.70,0.20,2191.69,2398.13,2003.03,197.55
0.43,0.70,41.75,0.18,2240.47,2429.01,2066.57,181.22
0.43,0.70,41.81,0.23,2304.62,2561.58,2073.44,244.07
0.43,0.70,41.83,0.20,2327.88,2550.50,2124.69,212.90
0.43,0.70,42.28,0.24,2851.94,3183.19,2555.16,314.01
0.43,0.70,41.88,0.40,2379.58,2865.55,1976.02,444.77
0.43,0.70,41.64,0.19,2132.36,2330.99,1950.65,190.17
0.43,0.70,41.83,0.25,2319.10,2602.98,2066.18,268.40
0.43,0.70,41.92,0.20,2423.15,2654.57,2211.90,221.33
0.43,0.70,41.84,0.17,2328.52,2513.26,2157.36,177.95
0.43,0.70,41.78,0.18,2272.79,2473.40,2088.46,192.47
0.44,0.70,41.58,0.13,2073.86,2205.51,1950.07,127.72
0.44,0.70,42.01,0.18,2517.79,2737.66,2315.58,211.04
0.44,0.70,41.63,0.17,2113.78,2281.85,1958.09,161.88
0.44,0.70,41.88,0.36,2379.03,2803.98,2018.48,392.75
0.44,0.69,41.47,0.21,1965.98,2166.80,1783.78,191.51
0.44,0.69,41.67,0.28,2155.96,2452.63,1895.17,278.73
0.44,0.69,41.83,0.20,2318.68,2545.64,2111.95,216.85
0.44,0.69,42.14,0.44,2679.29,3284.00,2185.93,549.03
0.44,0.69,41.64,0.16,2124.61,2287.26,1973.53,156.86
0.44,0.69,41.68,0.18,2170.00,2361.43,1994.09,183.67
0.44,0.69,41.85,0.17,2346.71,2541.20,2167.11,187.04
0.44,0.69,41.90,0.14,2403.15,2562.83,2253.41,154.71
0.44,0.69,41.79,0.18,2283.49,2483.38,2099.69,191.84
0.44,0.69,41.81,0.29,2298.16,2626.94,2010.53,308.20
0.45,0.69,41.86,0.22,2349.85,2605.14,2119.58,242.78
0.45,0.69,41.89,0.22,2382.65,2638.90,2151.28,243.81
0.45,0.69,41.99,0.22,2497.47,2758.22,2261.36,248.43
0.45,0.69,41.64,0.16,2132.65,2293.28,1983.27,155.00
0.45,0.69,41.93,0.21,2430.08,2681.06,2202.59,239.23
0.45,0.69,41.59,0.23,2078.93,2306.26,1874.01,216.13
0.45,0.69,41.99,0.15,2503.00,2687.84,2330.86,178.49
0.45,0.69,41.72,0.31,2204.14,2536.98,1914.97,311.00
0.45,0.69,42.00,0.32,2507.15,2905.33,2163.54,370.89
0.45,0.69,41.80,0.21,2285.91,2515.46,2077.32,219.07
0.45,0.69,41.89,0.14,2383.75,2547.31,2230.68,158.31
0.45,0.69,41.79,0.21,2277.51,2507.88,2068.30,219.79
0.45,0.69,41.88,0.28,2381.11,2714.00,2089.06,312.47
0.46,0.69,41.97,0.25,2475.03,2779.82,2203.65,288.09
0.46,0.68,42.00,0.19,2514.32,2745.42,2302.67,221.38
0.46,0.68,42.02,0.23,2530.70,2813.78,2276.09,268.84
0.46,0.68,41.98,0.14,2493.33,2657.47,2339.33,159.07
0.47,0.68,42.34,0.40,2940.90,3530.03,2450.09,539.97
0.47,0.68,42.05,0.14,2568.03,2733.91,2412.21,160.85
0.47,0.68,41.97,0.21,2481.19,2728.28,2256.48,235.90
0.47,0.68,41.76,0.23,2252.27,2508.57,2022.15,243.21
0.47,0.68,42.22,0.40,2773.45,3341.36,2302.06,519.65
0.47,0.68,42.01,0.18,2527.55,2746.80,2325.80,210.50
0.47,0.68,41.98,0.21,2488.63,2742.47,2258.28,242.10
0.47,0.68,42.04,0.26,2555.52,2876.48,2270.38,303.05
0.48,0.68,41.94,0.18,2441.18,2648.64,2249.97,199.33
0.48,0.68,42.23,0.23,2788.56,3097.67,2510.29,293.69
0.48,0.68,41.87,0.20,2365.37,2598.22,2153.39,222.42
0.48,0.68,42.01,0.20,2524.29,2766.54,2303.26,231.64
0.48,0.68,41.90,0.24,2393.98,2671.03,2145.66,262.69
0.48,0.68,42.00,0.16,2516.63,2709.52,2337.48,186.02
0.48,0.68,41.97,0.14,2482.90,2647.31,2328.71,159.30
0.48,0.67,42.31,0.21,2891.35,3186.23,2623.75,281.24
0.49,0.67,42.08,0.20,2611.20,2862.77,2381.74,240.52
0.49,0.67,42.28,0.34,2855.35,3332.27,2446.69,442.79
0.49,0.67,42.08,0.17,2608.68,2814.64,2417.79,198.43
0.50,0.67,42.15,0.12,2685.72,2839.51,2540.25,149.63
0.50,0.67,42.08,0.15,2608.19,2799.81,2429.69,185.06
0.50,0.67,42.13,0.23,2662.93,2954.82,2399.88,277.47
0.50,0.67,42.26,0.25,2827.48,3178.07,2515.57,331.25
0.50,0.67,42.12,0.28,2650.33,3019.44,2326.34,346.55
0.50,0.67,42.16,0.22,2705.20,2991.64,2446.19,272.73
0.50,0.67,42.07,0.31,2594.54,2996.64,2246.39,375.13
0.50,0.67,42.15,0.31,2689.55,3104.10,2330.36,386.87
0.50,0.67,42.14,0.23,2684.60,2982.75,2416.25,283.25
0.51,0.66,42.08,0.17,2604.95,2812.81,2412.46,200.18
0.51,0.66,42.10,0.15,2635.48,2826.19,2457.64,184.28
0.51,0.66,42.24,0.18,2800.01,3043.37,2576.11,233.63
0.51,0.66,42.24,0.29,2807.89,3207.34,2458.19,374.57
0.51,0.66,42.02,0.18,2534.31,2758.81,2328.08,215.37
0.51,0.66,42.09,0.14,2623.61,2804.02,2454.82,174.60
0.51,0.66,42.06,0.24,2580.24,2880.56,2311.23,284.67
0.51,0.66,42.39,0.23,3004.00,3335.46,2705.48,314.99
0.51,0.66,42.26,0.36,2827.09,3336.35,2395.57,470.39
0.51,0.66,42.23,0.20,2787.28,3050.79,2546.52,252.13
0.51,0.66,42.33,0.40,2918.64,3513.70,2424.35,544.68
0.52,0.66,42.09,0.19,2622.04,2862.39,2401.88,230.25
0.52,0.66,42.19,0.25,2747.77,3083.64,2448.48,317.58
0.52,0.66,42.18,0.21,2732.00,3008.79,2480.67,264.06
0.52,0.66,42.24,0.32,2810.35,3249.24,2430.74,409.25
0.52,0.66,42.29,0.20,2871.44,3143.34,2623.06,260.14
0.52,0.66,42.35,0.27,2950.67,3347.38,2600.97,373.21
0.52,0.66,42.18,0.37,2725.71,3230.93,2299.50,465.72
0.53,0.66,42.17,0.22,2716.69,3010.89,2451.24,279.82
0.53,0.65,42.09,0.19,2612.76,2850.14,2395.16,227.49
0.53,0.65,42.29,0.14,2872.50,3065.24,2691.88,186.68
0.53,0.65,41.88,0.23,2377.06,2647.90,2133.92,256.99
0.53,0.65,42.51,0.29,3178.19,3631.06,2781.80,424.63
0.53,0.65,42.53,0.38,3199.34,3812.82,2684.57,564.13
0.53,0.65,41.98,0.22,2491.27,2759.41,2249.18,255.11
0.53,0.65,42.25,0.29,2814.75,3223.37,2457.93,382.72
0.53,0.65,42.16,0.27,2710.07,3074.28,2389.00,342.64
0.53,0.65,42.14,0.23,2683.24,2976.59,2418.81,278.89
0.54,0.65,42.32,0.20,2911.39,3199.19,2649.47,274.86
0.54,0.65,42.21,0.21,2771.28,3051.98,2516.39,267.79
0.54,0.65,42.33,0.24,2929.27,3278.35,2617.37,330.49
0.54,0.65,42.28,0.23,2856.41,3180.60,2565.26,307.67
0.54,0.65,42.53,0.24,3206.27,3585.04,2867.52,358.76
0.55,0.65,42.56,0.19,3255.82,3555.83,2981.12,287.36
0.55,0.65,42.02,0.36,2539.22,3001.54,2148.11,426.72
0.55,0.65,42.17,0.38,2715.81,3233.04,2281.33,475.85
0.55,0.65,42.33,0.20,2917.83,3193.27,2666.15,263.56
0.55,0.65,42.37,0.21,2982.36,3282.85,2709.37,286.74
0.55,0.64,42.41,0.38,3034.45,3608.55,2551.69,528.43
0.55,0.64,42.19,0.24,2746.38,3073.20,2454.31,309.44
0.55,0.64,42.49,0.21,3147.75,3462.79,2861.37,300.71
0.55,0.64,42.08,0.18,2609.40,2831.53,2404.69,213.42
0.56,0.64,42.44,0.20,3074.54,3363.70,2810.23,276.74
0.56,0.64,42.73,0.38,3520.63,4200.30,2950.94,624.68
0.56,0.64,42.30,0.36,2880.71,3394.24,2444.88,474.68
0.56,0.64,42.29,0.23,2875.68,3193.79,2589.25,302.27
0.56,0.64,42.60,0.27,3313.75,3744.28,2932.73,405.78
0.56,0.64,42.43,0.23,3061.40,3410.85,2747.75,331.55
0.56,0.64,42.39,0.22,3009.95,3332.59,2718.55,307.02
0.56,0.64,42.49,0.21,3145.00,3460.49,2858.27,301.11
0.56,0.64,42.40,0.30,3015.64,3456.87,2630.73,413.07
0.56,0.64,42.49,0.19,3143.84,3435.66,2876.80,279.43
0.57,0.64,42.24,0.26,2806.34,3166.70,2486.98,339.86
0.58,0.63,42.19,0.45,2743.09,3379.20,2226.73,576.24
0.58,0.63,42.59,0.21,3298.37,3638.58,2989.98,324.30
0.58,0.63,42.49,0.20,3145.86,3452.71,2866.29,293.21
0.58,0.63,42.43,0.17,3056.75,3300.87,2830.68,235.09
0.58,0.63,42.65,0.29,3380.65,3865.36,2956.72,454.32
0.58,0.63,42.42,0.24,3044.25,3407.61,2719.63,343.99
0.58,0.63,42.45,0.24,3092.00,3455.22,2766.97,344.12
0.58,0.63,42.43,0.21,3058.02,3375.35,2770.52,302.41
0.58,0.63,42.53,0.23,3208.78,3570.07,2884.05,343.01
0.58,0.63,42.39,0.23,3009.26,3347.28,2705.38,320.95
0.58,0.63,42.57,0.26,3270.39,3690.62,2898.02,396.30
0.58,0.63,42.71,0.24,3477.12,3883.15,3113.55,384.80
0.58,0.63,42.54,0.17,3222.26,3481.50,2982.32,249.59
0.58,0.63,42.80,0.19,3626.44,3951.12,3328.43,311.34
0.58,0.63,42.48,0.20,3128.24,3427.66,2854.98,286.34
0.58,0.63,42.65,0.18,3386.73,3687.49,3110.50,288.50
0.58,0.63,42.42,0.20,3047.75,3340.83,2780.39,280.22
0.59,0.63,42.71,0.37,3478.56,4130.42,2929.58,600.42
0.59,0.63,42.62,0.20,3348.27,3676.44,3049.39,313.53
0.59,0.63,42.50,0.22,3165.34,3502.89,2860.31,321.29
0.59,0.63,42.52,0.25,3185.08,3570.84,2840.99,364.93
0.59,0.63,42.45,0.26,3091.43,3477.97,2747.86,365.05
0.60,0.62,42.61,0.28,3329.05,3785.19,2927.87,428.66
0.60,0.62,42.76,0.39,3558.28,4267.72,2966.77,650.47
0.60,0.62,42.75,0.20,3548.62,3891.17,3236.23,327.47
0.61,0.62,42.62,0.28,3335.49,3785.95,2938.63,423.66
0.61,0.62,42.59,0.23,3296.70,3662.33,2967.58,347.38
0.61,0.62,42.43,0.35,3059.43,3595.05,2603.60,495.73
0.61,0.62,42.62,0.23,3338.72,3713.04,3002.13,355.46
0.61,0.62,42.69,0.32,3447.62,3997.76,2973.20,512.28
0.61,0.62,42.67,0.18,3417.59,3720.21,3139.59,290.31
0.61,0.62,42.90,0.25,3810.48,4270.88,3399.72,435.58
0.61,0.62,42.70,0.16,3468.97,3741.86,3215.97,262.95
0.62,0.62,42.71,0.35,3480.97,4084.65,2966.51,559.07
0.62,0.62,42.72,0.39,3493.65,4178.60,2920.98,628.81
0.62,0.62,42.69,0.28,3459.08,3926.63,3047.19,439.72
0.62,0.62,42.76,0.15,3557.46,3820.43,3312.59,253.92
0.62,0.62,42.70,0.27,3465.45,3920.91,3062.90,429.01
0.62,0.62,42.59,0.28,3295.19,3741.15,2902.39,419.38
0.63,0.62,42.66,0.22,3400.48,3754.65,3079.71,337.47
0.63,0.61,42.59,0.24,3288.52,3679.66,2938.95,370.36
0.63,0.61,42.66,0.20,3409.10,3742.93,3105.05,318.94
0.63,0.61,42.31,0.33,2898.81,3369.85,2493.62,438.11
0.63,0.61,42.85,0.32,3714.15,4311.14,3199.84,555.65
0.63,0.61,42.60,0.15,3307.04,3539.66,3089.71,224.97
0.64,0.61,42.53,0.44,3205.97,3931.30,2614.47,658.41
0.64,0.61,42.86,0.31,3738.87,4314.24,3240.23,537.00
0.64,0.61,42.66,0.37,3403.14,4030.73,2873.27,578.73
0.64,0.61,42.78,0.26,3598.16,4058.91,3189.71,434.60
0.64,0.61,42.79,0.17,3614.10,3911.73,3339.11,286.31
0.64,0.61,42.85,0.26,3711.25,4177.42,3297.10,440.16
0.64,0.61,42.36,0.41,2966.06,3578.89,2458.17,560.36
0.64,0.61,42.80,0.31,3629.44,4186.09,3146.82,519.63
0.64,0.61,42.80,0.32,3636.47,4207.13,3143.22,531.95
0.65,0.61,42.82,0.29,3662.69,4182.99,3207.10,487.94
0.65,0.61,43.04,0.27,4054.53,4596.36,3576.57,509.90
0.65,0.61,42.73,0.31,3521.28,4062.90,3051.86,505.52
0.65,0.61,42.78,0.15,3598.32,3854.91,3358.81,248.05
0.66,0.60,42.98,0.28,3943.30,4485.54,3466.61,509.46
0.66,0.60,42.87,0.23,3749.38,4175.97,3366.37,404.80
0.67,0.60,43.07,0.27,4107.14,4661.21,3618.94,521.14
0.68,0.60,43.23,0.31,4415.91,5097.76,3825.26,636.25
0.68,0.59,42.84,0.24,3694.20,4124.71,3308.62,408.05
0.68,0.59,43.17,0.41,4308.44,5198.37,3570.86,813.75
0.69,0.59,43.02,0.37,4011.62,4748.48,3389.11,679.69
0.69,0.59,42.81,0.23,3653.76,4055.47,3291.84,381.82
0.69,0.59,42.85,0.16,3721.35,3999.94,3462.15,268.90
0.69,0.59,43.04,0.27,4063.31,4605.51,3584.94,510.29
0.69,0.59,42.91,0.43,3827.01,4656.20,3145.49,755.35
0.69,0.59,42.92,0.32,3830.36,4434.50,3308.53,562.99
0.70,0.59,42.97,0.21,3925.00,4329.00,3558.71,385.15
0.70,0.59,42.97,0.34,3921.21,4591.78,3348.56,621.61
0.70,0.59,42.94,0.34,3872.93,4526.19,3313.96,606.11
0.70,0.59,43.07,0.22,4109.79,4538.26,3721.78,408.24
0.70,0.59,43.11,0.16,4189.29,4501.11,3899.06,301.02
0.70,0.59,43.11,0.30,4197.01,4808.57,3663.23,572.67
0.70,0.59,42.92,0.22,3831.78,4246.58,3457.49,394.54
0.70,0.59,43.10,0.26,4162.56,4695.44,3690.15,502.65
0.70,0.59,42.90,0.46,3795.25,4696.59,3066.88,814.85
0.70,0.59,43.04,0.25,4061.25,4562.58,3615.01,473.79
0.72,0.58,42.99,0.25,3970.82,4446.99,3545.63,450.68
0.72,0.58,42.87,0.19,3756.47,4097.00,3444.24,326.38
0.72,0.58,43.16,0.20,4292.99,4717.04,3907.06,404.99
0.72,0.58,42.97,0.34,3926.45,4596.69,3353.94,621.38
0.72,0.58,43.16,0.24,4287.85,4795.93,3833.61,481.16
0.72,0.58,43.05,0.31,4066.12,4679.67,3533.01,573.33
0.73,0.58,43.08,0.25,4132.57,4633.32,3685.93,473.70
0.73,0.58,43.01,0.26,3995.77,4497.99,3549.62,474.18
0.73,0.58,43.01,0.28,3990.25,4546.73,3501.87,522.43
0.73,0.58,42.92,0.32,3834.60,4447.46,3306.19,570.64
0.73,0.58,43.18,0.20,4324.94,4734.40,3950.89,391.75
0.73,0.58,42.98,0.20,3952.76,4325.94,3611.77,357.09
0.73,0.58,43.22,0.39,4405.55,5268.15,3684.19,791.98
0.73,0.58,43.25,0.22,4474.45,4962.07,4034.75,463.66
0.74,0.58,43.18,0.26,4326.53,4870.37,3843.42,513.47
0.74,0.58,43.17,0.43,4300.31,5231.52,3534.86,848.33
0.74,0.58,42.99,0.21,3966.43,4379.03,3592.71,393.16
0.74,0.57,43.48,0.33,4968.90,5771.49,4277.91,746.79
0.74,0.57,43.08,0.33,4135.23,4807.68,3556.84,625.42
0.75,0.57,43.17,0.20,4300.31,4704.74,3930.65,387.05
0.75,0.57,42.98,0.25,3947.66,4439.03,3510.69,464.17
0.75,0.57,42.94,0.26,3871.86,4369.36,3431.01,469.17
0.75,0.57,43.18,0.16,4319.56,4656.77,4006.78,325.00
0.75,0.57,42.90,0.32,3804.00,4405.38,3284.71,560.33
0.76,0.57,43.25,0.23,4460.46,4966.04,4006.35,479.84
0.76,0.57,43.07,0.20,4105.25,4503.73,3742.03,380.85
0.76,0.57,43.18,0.24,4318.57,4815.77,3872.70,471.53
0.76,0.57,43.13,0.24,4228.63,4722.53,3786.39,468.07
0.77,0.57,43.24,0.23,4439.97,4925.69,4002.15,461.77
0.77,0.57,43.42,0.25,4835.93,5426.41,4309.71,558.35
0.77,0.57,43.36,0.27,4703.92,5327.33,4153.46,586.94
0.77,0.57,43.56,0.26,5149.20,5796.56,4574.15,611.20
0.77,0.57,43.29,0.31,4555.96,5259.14,3946.80,656.17
0.77,0.57,43.22,0.16,4399.06,4741.42,4081.42,330.00
0.77,0.56,43.36,0.30,4692.02,5374.97,4095.85,639.56
0.78,0.56,43.04,0.31,4054.15,4678.63,3513.03,582.80
0.79,0.56,43.30,0.23,4579.73,5096.24,4115.57,490.33
0.79,0.56,43.38,0.27,4750.51,5382.39,4192.80,594.79
